pokemonid,name,Pokedex,sprite,type1id,type2id,speciesid,height,weight,abilities1id,abilities2id,abilities3id,evYield,catchRate,baseFriendship,baseExp,growthRate,eggGroups1id,eggGroups2id,gender,eggCycles,hpBase,hpMin,hpMax,attackBase,attackMin,attackMax,defenseBase,defenseMin,defenseMax,specialAttackBase,specialAttackMin,specialAttackMax,specialDefenseBase,specialDefenseMin,specialDefenseMax,speedBase,speedMin,speedMax,spriteImage
545,Krookodile,553,https://drive.google.com/file/d/158SU767plmpBlHRJAU353efi8A5Uuf0c/view?usp=drivesdk,11,2,372,1.5 m (4′11″),96.3 kg (212.3 lbs),164,214,10,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),260,Medium Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,117,215,366,80,148,284,65,121,251,70,130,262,92,170,311,
546,Kubfu,891,https://drive.google.com/file/d/1GcgIkEp6ebZObNBXSvXIT39Y0OJGIQt3/view?usp=drivesdk,6,,373,0.6 m (2′00″),12.0 kg (26.5 lbs),160,,,1 Attack,"3 (0.4% with PokéBall, full HP)",50 (normal),77,Slow,13,,"87.5% male, 12.5% female","120 (30,584–30,840 steps)",60,230,324,90,166,306,60,112,240,53,99,225,50,94,218,72,134,267,
547,Kyogre,382,https://drive.google.com/file/d/1zRpwjadOuYyLaOj3RaplFLc_m1SDDnUN/view?usp=drivesdk,18,,374,4.5 m (14′09″),352.0 kg (776.0 lbs),77,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),335,Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,90,166,306,150,274,438,140,256,416,90,166,306,
548,Primal Kyogre,382,https://drive.google.com/file/d/1AbaFg7cuNrZbPWqrzfT8QG1w6ZUt7Uas/view?usp=drivesdk,18,,374,9.8 m (32′02″),430.0 kg (948.0 lbs),261,,,3 Sp. Atk,"5 (0.7% with PokéBall, full HP)",0 (lower than normal),347,Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,150,274,438,90,166,306,180,328,504,160,292,460,90,166,306,
549,Kyurem,646,https://drive.google.com/file/d/1Fq9-aQuLRqj-Im5hIxoUyGuQ-fuDeflL/view?usp=drivesdk,3,12,375,3.0 m (9′10″),325.0 kg (716.5 lbs),259,,,"1 HP, 1 Attack, 1 Sp. Atk","3 (0.4% with PokéBall, full HP)",0 (lower than normal),297,Slow,13,,Genderless,"120 (30,584–30,840 steps)",125,360,454,130,238,394,90,166,306,130,238,394,90,166,306,95,175,317,
550,White Kyurem,646,https://drive.google.com/file/d/17GABbThYI8odKUPfaaWy1ipcDAOsDrvD/view?usp=drivesdk,3,12,375,3.6 m (11′10″),325.0 kg (716.5 lbs),414,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),315,Slow,13,,Genderless,"120 (30,584–30,840 steps)",125,360,454,120,220,372,90,166,306,170,310,482,100,184,328,95,175,317,
551,Black Kyurem,646,https://drive.google.com/file/d/1YGu0Cw_Cw4ODNs6VwbUv_X6gFv4mjyp0/view?usp=drivesdk,3,12,375,3.3 m (10′10″),325.0 kg (716.5 lbs),397,,,3 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),315,Slow,13,,Genderless,"120 (30,584–30,840 steps)",125,360,454,170,310,482,100,184,328,120,220,372,90,166,306,95,175,317,
552,Lairon,305,https://drive.google.com/file/d/17malOOJkRplapJnCGLkj9mooGYRefvBm/view?usp=drivesdk,17,16,7,0.9 m (2′11″),120.0 kg (264.6 lbs),369,290,136,2 Defense,"90 (11.8% with PokéBall, full HP)",35 (lower than normal),151,Slow,12,,"50% male, 50% female","35 (8,739–8,995 steps)",60,230,324,90,166,306,140,256,416,50,94,218,50,94,218,40,76,196,
553,Lampent,608,https://drive.google.com/file/d/18HSAAXtsgn6OWVwRUFLhQb436sd2pAKM/view?usp=drivesdk,9,7,376,0.6 m (2′00″),13.0 kg (28.7 lbs),98,95,158,2 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),130,Medium Slow,2,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,40,76,196,60,112,240,95,175,317,60,112,240,55,103,229,
554,Landorus Incarnate Forme,608,https://drive.google.com/file/d/1pRDL2DA8rMAnLmd-Sw-mI2EUfD7t2UP5/view?usp=drivesdk,11,8,377,1.5 m (4′11″),68.0 kg (149.9 lbs),297,322,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),300,Slow,13,,"100% male, 0% female","120 (30,584–30,840 steps)",89,288,382,125,229,383,90,166,306,115,211,361,80,148,284,101,186,331,
555,Landorus Therian Forme,645,https://drive.google.com/file/d/1a5vze7mT5A5bDBtybYQA8mcWPrvdAbeY/view?usp=drivesdk,11,8,377,1.3 m (4′03″),68.0 kg (149.9 lbs),164,,,3 Attack,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),300,Slow,13,,"100% male, 0% female","120 (30,584–30,840 steps)",89,288,382,145,265,427,90,166,306,105,193,339,80,148,284,91,168,309,
556,Lanturn,171,https://drive.google.com/file/d/1vDcp5k9ivZAYctqoQko3sLse6CBb2bu0/view?usp=drivesdk,18,4,14,1.2 m (3′11″),22.5 kg (49.6 lbs),426,152,430,2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),161,Slow,15,,"50% male, 50% female","20 (4,884–5,140 steps)",125,360,454,58,108,236,58,108,236,76,141,276,76,141,276,67,125,256,
557,Lapras,131,https://drive.google.com/file/d/18bOL9mdyr_kVGmHCCzwdzhYw_MQHcBkX/view?usp=drivesdk,18,12,378,2.5 m (8′02″),220.0 kg (485.0 lbs),429,323,146,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),187,Slow,12,14,"50% male, 50% female","40 (10,024–10,280 steps)",130,370,464,85,157,295,80,148,284,85,157,295,95,175,317,60,112,240,
558,Larvesta,636,https://drive.google.com/file/d/1TIUp_RV_mz-b2C3L9mySUH9vyfyPdvKt/view?usp=drivesdk,1,7,379,1.1 m (3′07″),28.8 kg (63.5 lbs),95,378,,1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),72,Slow,3,,"50% male, 50% female","40 (10,024–10,280 steps)",55,220,314,85,157,295,55,103,229,50,94,218,55,103,229,60,112,240,
559,Larvitar,246,https://drive.google.com/file/d/1PcPZIZmnKdQOR4rjd4UcAG-hzV7fFPHt/view?usp=drivesdk,16,11,380,0.6 m (2′00″),72.0 kg (158.7 lbs),127,304,,1 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,12,,"50% male, 50% female","40 (10,024–10,280 steps)",50,210,304,64,119,249,50,94,218,45,85,207,50,94,218,41,78,199,
560,Latias,380,https://drive.google.com/file/d/1zyNHY8TYUlyhLwfsL-880smZrCIqxH7o/view?usp=drivesdk,3,15,381,1.4 m (4′07″),40.0 kg (88.2 lbs),178,,,3 Sp. Def,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),270,Slow,13,,"0% male, 100% female","120 (30,584–30,840 steps)",80,270,364,80,148,284,90,166,306,110,202,350,130,238,394,110,202,350,
561,Mega Latias,380,https://drive.google.com/file/d/1mp4dKrWq5vApZSB4xvpDLdJLvL8CgAnU/view?usp=drivesdk,3,15,381,1.8 m (5′11″),52.0 kg (114.6 lbs),178,,,3 Sp. Def,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),315,Slow,13,,"0% male, 100% female","120 (30,584–30,840 steps)",80,270,364,100,184,328,120,220,372,140,256,416,150,274,438,110,202,350,
562,Latios,381,https://drive.google.com/file/d/14EmF3Y7uQao1ED78uh3Zn7G1JiAA3GnI/view?usp=drivesdk,3,15,381,2.0 m (6′07″),60.0 kg (132.3 lbs),178,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),270,Slow,13,,"100% male, 0% female","120 (30,584–30,840 steps)",80,270,364,90,166,306,80,148,284,130,238,394,110,202,350,110,202,350,
563,Mega Latios,381,https://drive.google.com/file/d/1r5LkHgNEpV08hqCEzoiFlxK2_MxMm3TG/view?usp=drivesdk,3,15,381,2.3 m (7′07″),70.0 kg (154.3 lbs),178,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),315,Slow,13,,"100% male, 0% female","120 (30,584–30,840 steps)",80,270,364,130,238,394,100,184,328,160,292,460,120,220,372,110,202,350,
564,Leafeon,470,https://drive.google.com/file/d/1FlJ9ARjm17LLo128aRbQ_DqRAM14eBPb/view?usp=drivesdk,10,,382,1.0 m (3′03″),25.5 kg (56.2 lbs),176,38,,2 Defense,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),184,Medium Fast,7,,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",65,240,334,110,202,350,130,238,394,60,112,240,65,121,251,95,175,317,
565,Leavanny,542,https://drive.google.com/file/d/1tgluDEwVH4o44k3h3Pk3to0PcENR9bhB/view?usp=drivesdk,1,10,383,1.2 m (3′11″),20.5 kg (45.2 lbs),377,37,232,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,3,,"50% male, 50% female","15 (3,599–3,855 steps)",75,260,354,103,189,335,80,148,284,70,130,262,80,148,284,92,170,311,
566,Lechonk,915,https://drive.google.com/file/d/12AS_Xf4ojIE98LRjl46D4hOz9vaNOTqU/view?usp=drivesdk,13,,384,0.5 m (1′08″),10.2 kg (22.5 lbs),16,114,400,1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),51,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",54,218,312,45,85,207,40,76,196,35,67,185,45,85,207,35,67,185,
567,Ledian,166,https://drive.google.com/file/d/1hrC_t6MgtGWMh0B5pktSx7w988PPsk82/view?usp=drivesdk,1,8,385,1.4 m (4′07″),35.6 kg (78.5 lbs),377,83,169,2 Sp. Def,"90 (11.8% with PokéBall, full HP)",50 (normal),137,Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,35,67,185,50,94,218,55,103,229,110,202,350,85,157,295,
568,Ledyba,165,https://drive.google.com/file/d/1MNHE4yxC-t4VKrDR5UqqyNK6gUIEllM-/view?usp=drivesdk,1,8,385,1.0 m (3′03″),10.8 kg (23.8 lbs),377,83,279,1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,20,40,152,30,58,174,40,76,196,80,148,284,55,103,229,
569,Lickilicky,463,https://drive.google.com/file/d/1WmvFmBBnily94H_ukZYxxxpShW-eXh1k/view?usp=drivesdk,13,,386,1.7 m (5′07″),140.0 kg (308.6 lbs),235,227,42,3 HP,"30 (3.9% with PokéBall, full HP)",50 (normal),180,Medium Fast,12,,"50% male, 50% female","20 (4,884–5,140 steps)",110,330,424,85,157,295,95,175,317,80,148,284,95,175,317,50,94,218,
570,Lickitung,108,https://drive.google.com/file/d/1wlWT5SJHJ8aY9kxgMkjMAS_twIIraL7A/view?usp=drivesdk,13,,386,1.2 m (3′11″),65.5 kg (144.4 lbs),235,227,42,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),77,Medium Fast,12,,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,55,103,229,75,139,273,60,112,240,75,139,273,30,58,174,
571,Liepard,510,https://drive.google.com/file/d/1yuE_dxdPXT-7meuokt2ARGd7-jg9ujBc/view?usp=drivesdk,2,,33,1.1 m (3′07″),37.5 kg (82.7 lbs),184,417,258,2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),156,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",64,238,332,88,162,302,50,94,218,88,162,302,50,94,218,106,195,342,
572,Lileep,345,https://drive.google.com/file/d/1dPFqkRS7nVktHPH0OqUMg6jGPpH858Tf/view?usp=drivesdk,16,10,387,1.0 m (3′03″),23.8 kg (52.5 lbs),371,367,,1 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Erratic,16,,"87.5% male, 12.5% female","30 (7,454–7,710 steps)",66,242,336,41,78,199,77,143,278,61,114,243,87,161,300,23,45,159,
573,Lilligant,549,https://drive.google.com/file/d/1W3nhWk5PgahBuOfZjkysth2UwfgXHRad/view?usp=drivesdk,10,,300,1.1 m (3′07″),16.3 kg (35.9 lbs),37,235,177,2 Sp. Atk,"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,9,,"0% male, 100% female","20 (4,884–5,140 steps)",70,250,344,60,112,240,75,139,273,110,202,350,75,139,273,90,166,306,
574,Hisuian Lilligant,549,https://drive.google.com/file/d/1NailXHgiZqfnpD9r5O_pJ0r_jbOh6zxA/view?usp=drivesdk,10,6,388,1.2 m (3′11″),19.2 kg (42.3 lbs),37,143,177,"1 Attack, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,9,,"0% male, 100% female","20 (4,884–5,140 steps)",70,250,344,105,193,339,75,139,273,50,94,218,75,139,273,105,193,339,
575,Lillipup,506,https://drive.google.com/file/d/1T9yWqSFNpsV4-qb0wSyBdRY1RVg-_Q1u/view?usp=drivesdk,13,,247,0.4 m (1′04″),4.1 kg (9.0 lbs),424,242,296,1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),55,Medium Slow,7,,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,60,112,240,45,85,207,25,49,163,45,85,207,55,103,229,
576,Linoone,264,https://drive.google.com/file/d/1xLjtVRaYEU9mMkuz7H3QRa8hzRi93PyJ/view?usp=drivesdk,13,,389,0.5 m (1′08″),32.5 kg (71.7 lbs),242,114,275,2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),147,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",78,266,360,70,130,262,61,114,243,50,94,218,61,114,243,100,184,328,
577,Galarian Linoone,264,https://drive.google.com/file/d/1t67vN9iCwhrwxMFSKWgKEKLN_pqiQAwo/view?usp=drivesdk,2,13,389,0.5 m (1′08″),32.5 kg (71.7 lbs),242,114,275,2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),147,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",78,266,360,70,130,262,61,114,243,50,94,218,61,114,243,100,184,328,
578,Litleo,667,https://drive.google.com/file/d/1yPqCQY-Y3WoRFdMwHKCpCuAzyX47oyDP/view?usp=drivesdk,7,13,390,0.6 m (2′00″),13.5 kg (29.8 lbs),287,419,215,1 Sp. Atk,"220 (28.8% with PokéBall, full HP)",50 (normal),74,Medium Slow,7,,"12.5% male, 87.5% female","20 (4,884–5,140 steps)",62,234,328,50,94,218,58,108,236,73,135,269,54,101,227,72,134,267,
579,Litten,725,https://drive.google.com/file/d/1KzfcCv_DlfvFiKfttjsMTkV0h61Hu-Jn/view?usp=drivesdk,7,,391,0.4 m (1′04″),4.3 kg (9.5 lbs),31,165,,1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,7,,"87.5% male, 12.5% female","15 (3,599–3,855 steps)",45,200,294,65,121,251,40,76,196,60,112,240,40,76,196,70,130,262,
580,Litwick,607,https://drive.google.com/file/d/1aV-ukVGZQG6Cix9cTXHheUhCys8YrQ5x/view?usp=drivesdk,9,7,392,0.3 m (1′00″),3.1 kg (6.8 lbs),98,95,158,1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Slow,2,,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,30,58,174,55,103,229,65,121,251,55,103,229,20,40,152,
581,Lokix,920,https://drive.google.com/file/d/1fIGrYyRYEMMd2ySBMac_rzvJG9FvEkx1/view?usp=drivesdk,1,2,393,1.0 m (3′03″),17.5 kg (38.6 lbs),377,402,,2 Attack,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),158,Medium Fast,3,,"50% male, 50% female","20 (4,884–5,140 steps)",71,252,346,102,188,333,78,144,280,52,98,223,55,103,229,92,170,311,
582,Lombre,271,https://drive.google.com/file/d/16w4MrOXI2oFivAd134SGkSQrkvJCRNUI/view?usp=drivesdk,18,10,394,1.2 m (3′11″),32.5 kg (71.7 lbs),381,276,236,2 Sp. Def,"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,9,14,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,50,94,218,50,94,218,60,112,240,70,130,262,50,94,218,
583,Lopunny,428,https://drive.google.com/file/d/1p9uPF0Y0KbpXX5nHSbaqXJ_THoh3LZgE/view?usp=drivesdk,13,,89,1.2 m (3′11″),33.3 kg (73.4 lbs),61,174,185,2 Speed,"60 (7.8% with PokéBall, full HP)",140 (higher than normal),168,Medium Fast,7,10,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,76,141,276,84,155,293,54,101,227,96,177,320,105,193,339,
584,Mega Lopunny,428,https://drive.google.com/file/d/1Gfq781gkpBhcwqdnO1tuy5SdhqQrrZkS/view?usp=drivesdk,13,6,89,1.3 m (4′03″),28.3 kg (62.4 lbs),308,,,2 Speed,"60 (7.8% with PokéBall, full HP)",140 (higher than normal),203,Medium Fast,7,10,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,136,249,408,94,173,315,54,101,227,96,177,320,135,247,405,
585,Lotad,270,https://drive.google.com/file/d/1maVsMARyPtzNiJDn48M411wLHnCAh3Un/view?usp=drivesdk,18,10,395,0.5 m (1′08″),2.6 kg (5.7 lbs),381,276,236,1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),44,Medium Slow,9,14,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,30,58,174,30,58,174,40,76,196,50,94,218,30,58,174,
586,Loudred,294,https://drive.google.com/file/d/1epsTWhtEES5Seah04NuohbEBD4VQ6UKG/view?usp=drivesdk,13,,396,1.0 m (3′03″),40.5 kg (89.3 lbs),345,309,,2 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),126,Medium Slow,7,12,"50% male, 50% female","20 (4,884–5,140 steps)",84,278,372,71,132,265,43,81,203,71,132,265,43,81,203,48,90,214,
587,Lucario,448,https://drive.google.com/file/d/1InWosyn3FOZXASOUMFDQEwJHXUbiVpg_/view?usp=drivesdk,6,17,397,1.2 m (3′11″),54.0 kg (119.0 lbs),357,160,171,"1 Attack, 1 Sp. Atk","45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Slow,7,10,"87.5% male, 12.5% female","25 (6,169–6,425 steps)",70,250,344,110,202,350,70,130,262,115,211,361,70,130,262,90,166,306,
588,Mega Lucario,448,https://drive.google.com/file/d/1MdNS-B_8UawM-V-EKE1ILVAJ0tOvvy9a/view?usp=drivesdk,6,17,397,1.3 m (4′03″),57.5 kg (126.8 lbs),2,,,"1 Attack, 1 Sp. Atk","45 (5.9% with PokéBall, full HP)",50 (normal),219,Medium Slow,7,10,"87.5% male, 12.5% female","25 (6,169–6,425 steps)",70,250,344,145,265,427,88,162,302,140,256,416,70,130,262,112,206,355,
589,Ludicolo,272,https://drive.google.com/file/d/149RHtZJR-5Q6Z6ZtpXgEmB8q7Hb9cJu6/view?usp=drivesdk,18,10,398,1.5 m (4′11″),55.0 kg (121.3 lbs),381,276,236,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),216,Medium Slow,9,14,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,70,130,262,70,130,262,90,166,306,100,184,328,70,130,262,
590,Lugia,249,https://drive.google.com/file/d/1uvLLoHf7BcjnxuAEymQMw5wJ33JfmIJa/view?usp=drivesdk,15,8,399,5.2 m (17′01″),216.0 kg (476.2 lbs),259,216,,3 Sp. Def,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,13,,Genderless,"120 (30,584–30,840 steps)",106,322,416,90,166,306,130,238,394,90,166,306,154,281,447,110,202,350,
591,Lumineon,457,https://drive.google.com/file/d/1qCJ3QGxmlbgi1JTtS13jh4VIaxeLVVtz/view?usp=drivesdk,18,,400,1.2 m (3′11″),24.0 kg (52.9 lbs),381,366,434,2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),161,Erratic,15,,"50% male, 50% female","20 (4,884–5,140 steps)",69,248,342,69,128,260,76,141,276,69,128,260,86,159,298,91,168,309,
592,Lunala,792,https://drive.google.com/file/d/1-9q0oMfY93GzZyVmRB1XrASVx2H-BbST/view?usp=drivesdk,15,9,401,4.0 m (13′01″),120.0 kg (264.6 lbs),314,,,3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,13,,Genderless,"120 (30,584–30,840 steps)",137,384,478,113,207,357,89,164,304,137,251,410,107,197,344,97,179,322,
593,Lunatone,337,https://drive.google.com/file/d/1zGq5u8WibTfu-8o73xJC1i1mOBZGljy9/view?usp=drivesdk,16,15,402,1.0 m (3′03″),168.0 kg (370.4 lbs),178,,,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,11,,Genderless,"25 (6,169–6,425 steps)",90,290,384,55,103,229,65,121,251,95,175,317,85,157,295,70,130,262,
594,Lurantis,754,https://drive.google.com/file/d/1RtD6YV1wl1p2d1z53tXFfVJ_RRo_7xvb/view?usp=drivesdk,10,,403,0.9 m (2′11″),18.5 kg (40.8 lbs),176,51,,2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,9,,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,105,193,339,90,166,306,80,148,284,90,166,306,45,85,207,
595,Luvdisc,370,https://drive.google.com/file/d/14nOqduyXXdBPs_J7jlOWiLF94VJAuWV7/view?usp=drivesdk,18,,404,0.6 m (2′00″),8.7 kg (19.2 lbs),381,146,,1 Speed,"225 (29.4% with PokéBall, full HP)",50 (normal),116,Fast,15,,"25% male, 75% female","20 (4,884–5,140 steps)",43,196,290,30,58,174,55,103,229,40,76,196,65,121,251,97,179,322,
596,Luxio,404,https://drive.google.com/file/d/1kOUPqco3fdCHjaoULCvZnt_5yN5eByu_/view?usp=drivesdk,4,,405,0.9 m (2′11″),30.5 kg (67.2 lbs),287,164,128,2 Attack,"120 (15.7% with PokéBall, full HP)",100 (higher than normal),127,Medium Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,85,157,295,49,92,216,60,112,240,49,92,216,60,112,240,
597,Luxray,405,https://drive.google.com/file/d/1OXWxLMnN-_TomXFe8vmsQvjpITiAq0KS/view?usp=drivesdk,4,,406,1.4 m (4′07″),42.0 kg (92.6 lbs),287,164,128,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),262,Medium Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,120,220,372,79,146,282,95,175,317,79,146,282,70,130,262,
598,Lycanroc Midday Form,405,https://drive.google.com/file/d/1bY3D3fl7m2DemHfpjYRtsIpNjWgZEI1n/view?usp=drivesdk,16,,407,0.8 m (2′07″),25.0 kg (55.1 lbs),172,299,358,2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",75,260,354,115,211,361,65,121,251,55,103,229,65,121,251,112,206,355,
599,Lycanroc Midnight Form,745,https://drive.google.com/file/d/1GbG4D86V7vk-D3g9DlvszYLwBB_9h3C9/view?usp=drivesdk,16,,407,1.1 m (3′07″),25.0 kg (55.1 lbs),172,424,225,2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,115,211,361,75,139,273,55,103,229,75,139,273,82,152,289,
600,Lycanroc Dusk Form,745,https://drive.google.com/file/d/16Nqblqg9UXTPFFWk0JUX-xvJM2-4Zyov/view?usp=drivesdk,16,,407,0.8 m (2′07″),25.0 kg (55.1 lbs),405,,,2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",75,260,354,117,215,366,65,121,251,55,103,229,65,121,251,110,202,350,
601,Mabosstiff,943,https://drive.google.com/file/d/1h1T0R9_kq2CQbiiKijZDkN8fV970Ir0E/view?usp=drivesdk,2,,408,1.1 m (3′07″),61.0 kg (134.5 lbs),164,124,350,2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),177,Medium Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,120,220,372,90,166,306,60,112,240,70,130,262,85,157,295,
602,Machamp,68,https://drive.google.com/file/d/1OiD4V90EEncW3U40CJe8bA5C4gzvG-eU/view?usp=drivesdk,6,,409,1.6 m (5′03″),130.0 kg (286.6 lbs),127,224,358,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,10,,"75% male, 25% female","20 (4,884–5,140 steps)",90,290,384,130,238,394,80,148,284,65,121,251,85,157,295,55,103,229,
603,Machoke,67,https://drive.google.com/file/d/15ObV-vJK94iLMzQXaR4rooi1N-Jx8IzR/view?usp=drivesdk,6,,409,1.5 m (4′11″),70.5 kg (155.4 lbs),127,224,358,2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),142,Medium Slow,10,,"75% male, 25% female","20 (4,884–5,140 steps)",80,270,364,100,184,328,70,130,262,50,94,218,60,112,240,45,85,207,
604,Machop,66,https://drive.google.com/file/d/1UGsI7UcT2FDER5KUcYbZ6RaBe1SYyLKp/view?usp=drivesdk,6,,409,0.8 m (2′07″),19.5 kg (43.0 lbs),127,224,358,1 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),61,Medium Slow,10,,"75% male, 25% female","20 (4,884–5,140 steps)",70,250,344,80,148,284,50,94,218,35,67,185,35,67,185,35,67,185,
605,Magby,240,https://drive.google.com/file/d/1SUFzH56IxY0YEoWUXWeUp3dACz78w9eb/view?usp=drivesdk,7,,410,0.7 m (2′04″),21.4 kg (47.2 lbs),95,425,,1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),73,Medium Fast,13,,"75% male, 25% female","25 (6,169–6,425 steps)",45,200,294,75,139,273,37,71,190,70,130,262,55,103,229,83,153,291,
606,Magcargo,219,https://drive.google.com/file/d/1D8kcg4zaNANel26AQVGT4MV6OXTyGB2d/view?usp=drivesdk,7,16,411,0.8 m (2′07″),55.0 kg (121.3 lbs),196,95,436,2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),151,Medium Fast,2,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,50,94,218,120,220,372,90,166,306,80,148,284,30,58,174,
607,Magearna,801,https://drive.google.com/file/d/1PBvBaU3uQWdDreXJB3GD5E5SBPcdrIkP/view?usp=drivesdk,17,5,412,1.0 m (3′03″),80.5 kg (177.5 lbs),344,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),300,Slow,13,,Genderless,"120 (30,584–30,840 steps)",80,270,364,95,175,317,115,211,361,130,238,394,115,211,361,65,121,251,
608,Magikarp,129,https://drive.google.com/file/d/1tJjBhzeFXd3U_5C0unC1VGo7arfTb0Bu/view?usp=drivesdk,18,,243,0.9 m (2′11″),10.0 kg (22.0 lbs),381,279,,1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),40,Slow,5,15,"50% male, 50% female","5 (1,029–1,285 steps)",20,150,244,10,22,130,55,103,229,15,31,141,20,40,152,80,148,284,
609,Magmar,126,https://drive.google.com/file/d/17XEqFWqiL3OPl4meUFImmp4vKSup_D2-/view?usp=drivesdk,7,,413,1.3 m (4′03″),44.5 kg (98.1 lbs),95,425,,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,10,,"75% male, 25% female","25 (6,169–6,425 steps)",65,240,334,95,175,317,57,107,234,100,184,328,85,157,295,93,171,313,
